,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10
468,-0.8741045,0.66153216,0.83404183,0.089883745,-0.27532038,-0.5489856,0.19246233,0.08892909,0.38658023,0.2981394
469,0.037871465,-0.42319006,-0.0005075382,-0.21424785,0.014160516,-0.55970544,0.33152163,0.24635902,1.04211,-0.26191592
470,-0.051714707,-0.4544519,-0.85313594,-0.100501485,-0.12658699,0.049163695,-0.5931189,0.2202247,0.48652124,0.051712252
471,-0.16311793,-0.7500247,-0.44164243,-0.40597683,0.30593023,-0.092099056,0.23946995,0.3945846,0.11299,-0.6783146
472,-0.44736746,0.48218605,-0.052676793,-0.4523856,0.16767253,-0.015559508,-0.1829303,-0.6068874,-0.26296982,-0.012422795
473,0.5614033,0.0962385,-0.26618624,-0.47246805,-0.4110668,-0.2349432,0.17100407,0.4596586,0.45835707,-0.06695047
474,-0.5392381,-0.57172316,0.064688504,-0.04331555,-0.35922197,-0.2581039,-0.7235436,-0.4367432,0.21743147,0.32975468
475,0.24876074,0.21652122,-0.1603068,0.93848914,0.2519126,-0.51807255,-0.3418879,0.45797142,-0.03331187,-0.71178865
476,-0.025307033,-0.7633621,0.39034152,0.28060037,0.09797332,0.22383408,-0.50637966,-0.2568085,0.13181753,0.76023495
477,-0.6223399,0.46650136,0.2911535,-0.081778884,0.33659583,-0.6409468,-0.30882415,-0.33881304,-0.05740104,0.3327043
478,-0.018905398,-0.17617202,0.51152074,-0.7088617,0.020088397,0.31039914,0.558014,-0.4537808,-0.046638608,0.39820856
479,-0.1780694,0.16563751,-0.039641753,0.6904236,-0.102992594,-0.017137667,0.36504954,0.733294,-0.114366196,0.05772775
480,0.22970957,-0.09780305,-0.5691101,-0.34997433,0.3751086,0.24449249,0.4553781,0.49171424,-0.17516431,-0.053037893
481,-0.18641424,-0.15778497,-1.1104664,0.61345774,-0.42552078,-0.08650694,0.29924986,-0.36914805,0.42197827,0.17228165
482,0.41678008,0.37815943,0.6028136,0.50312644,0.39212835,-0.027176578,-0.13046823,0.13340907,0.4355228,0.0337937
483,0.5156476,0.14867856,0.10808751,-0.5964732,-0.045373585,0.37545037,0.19035786,0.73661417,0.3636896,-0.98745126
484,-0.3012637,0.33278906,-0.1707958,-0.15619746,0.61336845,0.66153586,0.012586197,0.17216244,0.63789403,-0.44400343
485,-0.06444691,-0.67673445,0.10909901,0.5782764,0.19947265,-0.4429293,-0.43432066,0.026408376,-0.24390781,0.15271798
486,0.46373093,0.72729087,0.13206802,-0.7853482,0.35841295,0.2293169,-0.23681822,-0.06917306,0.191573,0.4829577
487,0.16561317,-0.3044574,-0.6179968,0.42877606,-0.42910507,-0.66544724,-0.16166289,-0.65408605,0.12241442,-0.23185039
488,0.35365424,0.7062814,-0.0041513517,-0.16123548,0.05765181,0.10660564,-0.3509083,0.2722075,-0.5558426,-0.13028659
489,0.3872828,-0.63766146,-0.10893198,0.112762935,-0.37390247,0.56406534,0.34436893,-0.13083328,-0.52535886,-0.069568284
490,0.54990077,-0.4044181,-0.13862216,0.5961368,0.50239545,0.0017656392,0.31394595,-0.7764051,-0.2562298,-0.11197005
491,0.15444416,0.17208117,-0.8076274,0.23256695,0.7122913,-0.5285128,0.22745192,-0.57955414,0.15729746,0.3286845
492,0.24920061,0.2909114,0.21883415,0.34055728,0.09195634,0.30120507,0.4847144,-0.97902894,0.23405303,0.03816457
493,0.19380134,-0.23665488,-0.07316561,-0.5481339,0.14849074,0.32038698,0.106217846,-0.015422203,0.6361048,-0.46027592
494,-0.075118765,-0.11049461,0.17640056,-0.40780246,-0.2136317,-0.3665802,0.07094605,-0.037721213,-0.23297386,0.4294878
495,0.16164264,0.2019611,-0.022100532,0.5400085,0.3372614,-0.35320583,0.38551784,0.040400974,-0.014806383,0.036501464
496,-0.3894149,0.058174815,0.7536617,0.28046292,0.38168484,-0.17561035,0.49042115,-0.44438493,-0.14801537,-0.48207235
497,-0.11888557,-0.2907447,0.21058646,-0.36834595,0.54522985,-0.16794413,0.22423883,0.58970207,0.84278363,-0.40689072
498,0.08169683,-0.96567106,0.021570295,0.5981544,0.040628705,-0.24895604,0.28104368,-0.16335413,-0.14368892,-0.8434098
499,0.7652173,-0.54210716,0.042830233,0.3073336,-0.20011202,-0.5087352,0.6661241,-0.109939925,0.27144095,-0.4738987
500,0.2002329,-0.42819604,-0.10161511,0.14248565,0.33686227,0.15626289,-0.58248603,0.18993992,0.504607,0.4967213
501,0.005706102,0.67842245,-0.41510707,-0.81659925,0.079328045,0.37960517,-0.25865543,-0.5199005,0.38476756,-0.2827245
502,-0.023395035,0.08987279,-0.4364723,0.5435949,0.7425822,-0.5137328,-0.27919558,-0.6102431,0.16878627,0.25066444
503,0.7098349,-0.18439083,-0.2536645,0.027159726,-0.3575705,-0.3489291,0.2541288,-0.5218334,-0.10530795,0.17837718
504,-0.1795046,-0.23936972,-0.6368012,-0.89266384,0.20514712,-0.050364647,0.21271084,0.48478147,-0.010214584,-0.21399263
505,-0.27079117,-0.15701947,-0.6248191,-0.057513636,-1.1360123,-0.68113023,0.35609284,-0.22169925,0.10058702,-0.007837013
506,0.03446209,-0.06525766,-0.011713234,0.72956955,-0.19295923,-0.641378,-0.42957556,0.01953589,0.5905976,-0.44173634
507,0.69592196,-0.7044509,0.090501025,-0.3715992,-0.70633066,0.16977164,-0.096080944,-0.4877889,0.34105068,-0.33356154
508,0.2224669,0.40915793,-0.2775076,-0.41145954,0.62159956,-0.20321515,-0.08563737,0.43699935,0.60974514,0.6741166
509,-0.12630294,0.24734497,0.2921671,0.08068593,-0.733318,-0.2964962,0.277108,0.590059,-0.40203294,0.0997947
510,-0.29546997,-0.030325387,-0.05525435,0.2535545,0.11881025,-0.24978724,0.21849371,0.2495598,-0.43599182,1.0566559
511,0.14480525,-0.25870097,-0.61296475,0.21476676,0.01014804,-0.19717847,-0.12155505,-0.62834877,-0.10807994,0.028606746
512,0.18824206,-0.24354541,-0.6601337,0.1428975,0.87247807,-0.104870796,-0.20521887,-0.42299566,-0.24711397,-0.027908335
513,-0.34789583,0.05822131,0.015110805,0.6765672,0.45262775,-0.18616185,0.4929597,0.31216353,-0.12993348,0.5219385
514,-0.0052092266,-0.5063094,-0.54141,0.3557187,0.2926401,-0.72038585,-0.026245667,-0.4165421,-0.5430478,-0.21865378
515,-0.41456145,-0.3246615,-0.039331976,-0.33852,0.062516175,0.66303724,0.2458158,0.2450633,0.5226153,0.25551638
516,0.41982257,-0.06788343,-0.056514937,0.17246708,-0.038143933,-0.14004666,0.14516962,1.038696,-0.1244358,0.8157629
517,0.041382793,0.67989177,0.34970587,-0.24010758,0.7622423,0.2819741,-0.15359826,-0.121649645,0.15206876,0.43598977
518,-1.075386,-0.5053001,-0.32340673,-0.55954635,0.3316136,0.036949717,-0.18959346,0.45522827,-0.11744125,-0.0071261968
519,0.50045645,0.72265124,0.24370858,0.3114986,0.00386005,-0.4771541,0.027891105,0.14597934,0.26914155,0.20552722
520,-0.2806708,-0.08101334,-0.50501245,-0.13431303,0.40143982,-0.40563735,0.40117776,0.24827424,0.41663975,-0.35409993
521,0.053503025,0.008511009,0.11506885,0.7958872,-0.30373284,-0.34573707,-0.37363392,-0.23083018,0.1927696,-0.08307378
522,0.009118304,-0.52011555,0.13577259,0.32045457,0.57539666,-0.11032256,-0.004018592,0.3182953,0.035509992,0.15892805
523,0.47684968,-0.4309135,0.4247416,0.19574542,-0.7405577,0.08202501,-0.06720612,0.16066064,0.12062102,0.32101044
524,0.2088619,-0.66357994,0.2638634,-0.5255675,0.38133535,0.056761287,0.5103439,-0.0918214,-0.22823271,-0.5670944
525,0.05954169,0.13331406,0.187473,-0.36745295,-0.29990336,0.26817188,0.10114594,0.49734765,0.30253413,0.9430734
526,0.57532966,-0.11645376,-0.053713694,-0.36423978,0.7349904,0.020619312,-0.4700441,-0.3036707,0.23542188,0.62518567
527,-0.3556034,0.59964126,0.10897693,0.42800137,-0.5211072,-0.4789155,-0.14312185,0.034540057,0.37145758,-0.012932099
528,-0.32456726,-0.14789416,-0.20123905,0.8693509,-0.5400136,-0.22638364,-0.036714192,0.54211926,0.117745474,-0.5006207
529,-0.5943846,-0.6657036,0.26247486,-0.73984945,-0.16650587,-0.41397426,0.06123087,-0.29840463,0.15176429,0.55025506
530,-0.17155871,0.24994801,-0.21427192,0.1810447,0.3953303,0.1390427,0.39498362,-0.36405697,-0.29103747,-0.4913552
531,0.007516132,0.7975337,0.36307856,0.55398405,-0.2761572,-0.06597691,-0.18487585,0.3158069,0.16805081,0.45216987
532,0.5109327,0.6389202,0.28210354,0.30318722,-0.051478107,0.36571136,0.97446054,-0.11806895,-0.5522668,-0.22219954
533,-0.02827082,-0.5441828,0.35733134,1.0341974,-0.22309826,0.023112606,0.115360625,0.19487287,0.20910946,0.32607284
534,-0.42161217,0.13243689,-0.48328012,0.515191,-0.42710748,0.08662956,0.47819015,-0.25558516,0.3265605,0.12006137
535,-0.4192978,0.52567136,0.2307015,0.64804447,-0.2725716,0.2847548,0.32544148,0.18042444,0.28935906,-0.1430889
536,-0.19641021,-0.51503724,-0.07919657,0.13913873,-0.27568948,-0.039150648,-0.47045702,0.14677657,-0.35352716,0.550922
537,0.6733988,0.18402047,-0.123662785,-0.044047486,-0.56497836,0.49422914,0.37839562,0.17234358,0.6287379,0.2620123
538,0.7212689,-0.9122914,0.19366938,-0.17280641,0.2295482,0.27039498,0.061326,-0.12080552,-0.2519955,-0.12259964
539,0.6528214,-0.19058539,0.266254,0.32040605,-0.0935297,0.008094136,0.18382992,-0.26909858,-0.14910741,-0.06769756
540,-0.06799425,-0.35098693,-0.46132442,0.093135454,0.24976714,-0.638694,0.3674719,0.38893303,-0.37711576,0.2055758
541,0.52094144,0.081107065,-0.3371158,0.02800722,-0.2786423,-1.0949852,0.3038288,-0.3071611,0.046876576,0.15144539
542,-0.31737566,-0.61658245,0.10266618,0.4090825,0.45456308,-0.19515704,-0.1962044,-0.561477,-0.025093587,-0.28569314
543,0.17555587,-0.2642216,0.029838013,0.21186203,-0.034221344,0.38703665,0.047358584,0.36438227,1.0124512,0.36571583
544,-0.95327824,-0.076448716,0.28343529,0.41770425,0.3533693,0.05161323,-0.4421136,-0.1055091,-0.31244415,-0.09873097
545,-0.44651982,0.4643713,0.25399792,-0.70095783,0.2447855,-0.1667144,-0.30483365,0.4644504,-0.37382874,-0.34523836
546,-0.15729088,0.83998036,0.06949573,0.08884075,0.34868973,-0.5752201,-0.08364576,-0.46581966,-0.45687357,0.35371006
547,0.19093865,0.2000509,0.24757645,-0.38118345,-0.6335668,-0.42404035,0.28740737,-0.08254064,-0.005830372,-0.8546811
548,0.5119662,-0.38492253,0.27668142,0.2617312,0.16392651,0.20950735,-0.07205656,-0.18747397,-0.072048716,-0.22493814
549,0.4831288,-0.042592637,0.22523583,-0.047201697,-0.15725213,-0.4437713,-0.009019919,0.25422245,0.4675689,-0.5368685
550,-0.4204306,-0.813624,0.25658873,-0.42438844,-0.30920354,-0.045891646,-0.23928866,0.12396876,-0.23416035,-0.1339706
551,0.07272987,0.40093693,-0.63674456,-0.45446923,0.6618215,-0.24306369,0.15422109,-0.23008488,-0.23287208,0.3697882
552,0.3203332,-0.4930603,-0.33587632,-0.118044235,0.014387246,0.1358235,0.03335736,0.16812317,-0.7494278,0.047887687
553,-0.2603543,0.46980053,-0.6345669,0.31830847,0.3178115,-0.32273346,0.29079828,-0.26609325,0.010177529,-0.41557962
554,0.59332126,-0.60142255,-0.07422259,-0.10252966,-1.150204,0.41597646,-0.37010857,-0.48324007,-0.042593863,-0.0050481916
555,0.5271002,0.5367746,0.05667058,-0.19352347,0.15728268,0.04082891,0.061263178,0.11694578,0.35263214,-0.0072870664
556,0.8343443,-0.25962284,-0.23830083,0.054324415,0.04215588,-0.018183332,-0.39483735,0.24635611,0.16866454,-0.07590648
557,-0.46386665,-0.09059508,0.75285333,-0.05352801,0.27754948,-0.23966199,0.82519674,-0.21547002,-0.3442904,-0.19027443
558,-0.5714591,0.78094953,-0.16792725,-0.29629123,-0.5793981,-0.16597006,-0.53259647,0.3996172,-0.12536116,-0.12648354
559,-0.0717574,-0.6949902,0.8328216,0.8634589,0.2415971,-0.07384903,0.06568439,-0.008311015,0.011243254,0.092950374
560,0.030446928,-0.104740255,-0.36238855,0.5098165,0.28426743,-1.0289782,-0.3174468,0.30396578,0.6537274,-0.24409346
561,0.36016792,0.21905729,-0.600793,-0.38103506,-0.3642716,-0.5748011,0.23474112,-0.06688567,0.48146996,-0.20802185
562,0.012277595,0.36289173,-0.5065165,0.27238217,0.051895358,0.6070901,0.39199388,-0.14907467,-0.52781904,-0.10080557
563,-0.07765893,-0.4211605,0.295143,-0.97722596,-0.60545707,0.09527235,0.49636045,-0.5876621,0.00089621346,0.3044095
564,0.5323255,-0.51854765,-0.07753904,0.2899132,0.18005076,-0.60015655,-0.08431626,-0.6876565,0.33613783,0.039809123
565,0.57962686,0.13831536,-0.19660212,0.11982534,-0.4802958,-0.38831416,0.094016515,-0.11050892,-0.36682147,-0.2944004
566,0.227549,1.0628777,-0.5581081,-0.27132627,-0.12420885,0.12722057,0.4493128,0.15201876,0.004541607,0.061028384
567,0.30524486,-0.042963423,-0.63287413,0.90859175,0.2304813,0.06988883,0.29994023,0.3319599,-0.10661497,0.2976984
568,-0.7988352,0.3307434,-0.23689558,0.24585806,-0.07452906,0.10182268,0.016823772,-0.00050748244,-0.26537147,-0.55662984
569,-0.056477,-0.33102423,-0.40257004,0.18049696,-0.1721914,-0.021407498,-0.3894403,-0.53736275,-0.46359748,0.1078042
570,-0.522739,-0.19131543,-0.10522137,-0.46926412,0.3526627,0.9119797,0.20939909,0.09297492,0.040191967,-0.63585484
571,0.5438456,0.23797862,-0.124054134,-0.022334974,-0.16207346,-0.49665025,0.32812595,-0.4698453,-0.60063136,-0.24644834
572,0.65557903,0.11016359,0.8060954,0.5635826,-0.061291937,-0.41594458,-0.36565042,-0.2032636,0.13329987,-0.3140902
573,0.5993301,-0.300549,-0.41726103,-0.5081852,-0.4661917,-0.46779448,0.10602365,-0.1757572,0.2061021,-0.44155416
574,-0.073737495,-0.23856485,0.023911215,-0.47735792,0.8790825,-0.24109463,-0.7868574,-0.13351054,-0.17659076,-0.12600829
575,0.26852185,0.6596606,0.38915518,0.75551796,-0.41376853,0.2211411,-0.51451075,-0.5186974,-0.36786306,0.25002083
576,0.35116446,0.48913077,0.18085286,0.010809924,-0.23263077,0.50281525,0.34327734,0.37379104,0.06326781,-0.50660664
577,0.8696506,0.58886796,0.30924037,0.45509702,-0.16397932,0.29913074,0.51199293,0.07008147,0.08621429,-0.697342
578,0.3310213,-0.2933678,0.13259879,0.81767887,0.1388549,-0.13212493,0.54411745,0.6185743,0.1663564,-0.808079
579,0.26534614,0.10898661,-0.72247046,0.14282614,-0.33617115,-0.26308373,-0.5728983,0.5071543,-0.17896341,0.9095465
580,0.030249849,-0.15864049,-0.25722972,0.023227045,0.19142511,-0.49595657,0.47976103,-0.364866,0.18033078,0.45206246
581,-0.1721196,0.39906463,0.083530195,0.07285092,0.033537485,0.4414991,-0.51024806,0.5154232,0.15799992,-0.13428
582,0.20256214,0.16190448,0.10693419,0.20347531,0.27760237,0.0025794825,0.1054378,-0.4655256,0.35999623,0.70073193
583,0.29812524,-0.40694845,-0.38159296,0.23706076,-0.6012071,-0.5257026,-0.4559323,-0.00014551503,0.40090612,-0.40103596
584,0.64850485,-0.061951093,-0.24966298,0.3684101,-0.33910865,-0.90549195,-0.6017475,-0.23454899,-0.0872326,0.2987426
585,0.09719658,-0.39931807,0.15582575,-0.05886311,-0.120453686,0.04278867,-0.37943166,0.32724795,0.44186705,-0.38448757
586,0.29774773,-0.737955,0.70382065,0.8287759,-0.26242077,-0.6724112,-0.26723486,-0.054041862,0.23842132,-0.025084926
587,0.19315973,0.14127374,0.17739153,0.53334856,-0.48788303,-0.076573595,0.34353662,-0.18171948,-0.68791246,0.50926274
588,0.42720735,0.19302051,0.55410707,-0.6006472,0.79792,0.24812251,0.21701172,-0.10823812,0.07928313,0.11437432
589,-0.012963007,-0.38945416,-0.7155061,-0.24560755,0.64901996,0.0577053,0.31061253,-0.24108772,-0.057850044,-0.66164726
590,0.010763997,-0.18261015,0.46530646,0.1495038,0.013022609,-0.2026273,0.515782,0.53562886,-0.44332728,0.31341475
591,-0.44200212,-0.6796161,0.18239425,-0.19107375,-0.2853527,-0.12465299,0.60192513,0.66167706,0.33069614,0.18133421
592,0.06312279,-0.045624126,-0.1461659,-0.5747235,0.21344648,0.8223796,0.016019676,-0.68283254,-0.0675669,0.27260655
593,0.043827936,-0.06457251,-0.3870084,0.049603816,0.5563231,-0.7104688,-0.19326009,0.06292141,-0.29646945,0.4871727
594,0.41422817,0.44617477,0.3533467,0.094497375,0.3189979,0.23574652,0.47725356,-0.6608767,0.84283465,-0.40419608
595,-0.2883222,0.5761629,0.2230813,-0.2174625,0.13004524,-0.2851676,-0.41135034,0.7474296,-0.020840727,-0.032022864
596,-0.36082298,-0.21829604,-0.3327358,-0.211513,0.47524792,0.012821088,-0.10156559,-0.3270224,-0.20144942,-0.65491134
597,0.091802165,0.1355395,-0.7754227,-0.29505652,0.12900907,0.08814617,-0.6426099,0.11582428,0.4588847,0.42889312
598,-0.0679562,0.02740489,-0.27331674,0.57110673,-0.4253144,-0.36829317,0.55093443,0.24588172,0.44003803,0.87498075
599,0.49893683,0.53297186,-0.92320764,-0.15280293,0.23634353,-0.22701758,-0.6033105,0.37211755,0.30114383,0.52206147
600,0.33837008,0.61745435,0.11683114,-0.2407265,0.1990048,0.23409893,0.6464094,0.47015777,0.35999864,0.15718782
601,0.32728457,-0.112892024,-0.7953589,0.5449532,-0.7028452,-0.055403452,0.11858688,-0.6041688,0.36920467,0.047507737
602,0.9901199,-0.030454913,0.45459875,0.028820625,-0.18262206,-0.1380087,-0.6506593,0.56906736,0.6407341,0.05004023
603,0.24170108,0.5428765,-0.70985353,0.13644053,0.09331635,-0.21320848,0.16475429,-0.65112823,-0.040441897,0.005871718
604,0.10645227,-0.5011242,-0.4225482,0.12814836,0.46195507,0.0713998,-0.39762756,-0.10156747,-0.61428314,0.7304399
605,0.66246,0.16575661,-0.009812705,-0.61008453,0.21454915,0.34324723,0.13065657,0.617466,-0.24991988,0.16547225
606,0.45821732,0.43112662,-0.34788325,0.25228888,-0.080271676,-0.3761954,-0.40468454,-0.220681,-0.31693712,-0.7379528
607,-0.049277894,-0.19854261,0.28500894,-0.0005046978,0.37866,-0.8215626,0.36030278,0.11554743,0.9910884,0.064825535
608,-0.28536373,-0.14068495,0.936735,0.669359,-0.45996985,-0.37592608,-0.42604816,-0.32017615,0.18920036,-0.15735005
609,-0.009174486,0.110467225,0.19873968,-0.7499846,0.04416669,-0.8841108,-0.9878617,-0.07299005,-0.027494587,-0.08342307
610,-0.19929282,-0.63559043,0.398685,-0.23897892,-0.47938722,-0.3794168,0.1552618,-0.46801722,0.4166906,-0.15007025
611,0.4077715,0.414364,0.14594984,0.6431364,0.6616675,0.69421446,0.8536871,0.14095372,0.13844922,-0.4109195
612,0.39282674,0.100768775,0.060097907,-0.29605126,0.08210611,-0.052187394,-0.3607873,0.3211553,0.38380006,-0.5838527
613,-0.10027756,-0.47661218,-0.46587282,-0.44232073,0.34668902,0.10288617,-0.2209921,-0.31636468,0.66704434,-0.59924823
614,-0.5644999,-0.29865557,0.3490394,0.060597252,0.115557574,0.45111203,-0.4428023,0.9308534,0.08424722,-0.24838422
615,0.011274538,-0.22612761,-0.6906148,0.375646,-0.64844406,0.10783696,0.19110803,-0.18053415,-0.11974095,0.21792291
616,-0.65250045,0.16034058,-0.14895631,-0.19814923,0.5056034,-0.6671959,0.55232936,0.23957033,0.28897965,-0.40027016
617,-0.32986337,0.20590603,-0.2300339,0.37643912,0.4045199,0.56076264,-0.31969267,0.1313008,-0.39822948,0.3323332
618,0.15489545,-0.65388274,0.45167732,-0.01569211,-0.1836079,-0.3934282,-0.19165428,-0.2776186,0.30677903,-0.2556656
619,-0.005703807,-0.35518488,-0.61043906,-0.48346615,-0.6671775,-0.0018561605,-0.081312984,-0.075907,0.5032537,-0.10989137
620,-0.16459909,-0.025259243,-0.0054658228,-0.4498946,-0.4614716,0.26035127,0.13171369,-0.64815676,-0.32250363,-0.05075372
621,0.8390136,0.38001955,-0.28213403,-0.18835105,-0.19961125,-0.1756241,-0.5659666,-0.37832585,-0.09293722,-0.13549738
622,-0.09172411,-0.3502566,-0.5208141,-0.21832038,0.49596915,-0.51581436,-0.2243725,-0.09391631,-0.34196404,-0.24653885
623,0.12589252,0.14212315,-0.827217,0.35561424,-0.40475434,-1.0007432,-0.1670062,0.36958,-0.08943792,0.06452358
624,0.40414876,0.52724403,0.39899212,-0.31058162,0.20522545,-0.51951927,-0.5894342,0.48118827,0.16342065,-0.14283596
625,0.17962646,0.21224865,-0.6616191,-0.4584547,0.1301245,0.15481633,0.013255759,-0.09332017,0.08534659,-0.4754484
626,-0.6972271,-0.28007314,-0.3562477,-0.40312028,0.044131026,0.0019866945,0.0063733435,0.17622943,0.47612512,0.052989192
627,-0.58833224,0.16858523,-0.20811535,-0.21677835,0.15503778,0.22097245,-0.4149862,0.48137495,-0.9126371,0.39565644
628,-0.22100636,0.7977594,0.23877557,-0.37262383,0.058508005,-0.547525,0.9356599,-0.19134162,0.7452341,-0.56208545
629,-0.5992014,-0.20806803,0.029843803,0.005014038,-0.09507208,-0.41536677,-0.018829307,0.027960226,-0.06504681,0.5024442
630,0.15100564,0.049023967,0.64140457,-0.240204,0.21787761,0.4781945,-0.50810194,0.16867232,-0.4819176,0.47289982
631,-0.35608667,0.21589886,-0.21864063,0.48731378,0.0011865258,0.023394601,-0.44725907,0.65020096,-0.5457583,-0.06083712
632,-0.02939449,0.42177784,-0.3202207,0.07139852,0.25293937,-0.36691344,0.39873293,-0.2166339,-0.11529266,-0.94587255
633,0.17119004,-0.31481987,-0.20114405,-0.42653665,-0.06537895,-0.30638108,0.37233254,-0.25252107,-0.022168212,-0.4824809
634,-0.2314572,0.22652456,0.15634298,-0.08609871,-0.7436118,-0.3924682,0.31128106,-0.33644107,0.07879441,-0.63857806
635,-0.34377676,-0.13359168,0.87756103,0.33584127,0.3005944,-0.16610791,0.60343516,0.11381197,-0.32430547,-0.53031087
636,0.4921711,-0.10129842,0.41988707,-0.19871251,-0.8919862,-0.2620629,0.02066159,0.04059926,-0.2739337,0.9712286
637,-0.4768417,-0.18239321,-0.6041775,-0.6860796,0.28441703,0.3986701,0.24754076,0.2618295,0.06545284,-0.49875298
638,0.6111268,-0.13613284,-0.1928305,0.6116979,-0.03888962,0.6447278,0.6013108,0.10287709,0.0930924,-0.06859809
639,-0.50412136,-0.40414998,-0.58651686,-0.0037707654,0.13651793,0.20406981,0.040494055,0.21504815,0.48766276,-0.39093962
640,0.09266654,-0.03320126,-0.26891786,0.49478883,-0.56963885,-0.39352283,0.4632047,0.39132038,0.019690517,-0.9751365
641,0.08520762,0.26207915,-0.1757559,0.06444431,-0.28769282,-1.0711652,-0.5794804,0.10676813,-0.08844,0.02266212
642,-0.22406124,0.119878076,-0.13929966,0.57818496,0.47703147,-0.37831214,-0.6178799,-0.14654075,-0.061345384,-0.5501162
643,-0.28591374,0.15958254,-0.34100744,-0.2866218,0.29877183,-0.15992323,-0.38577217,0.011457817,0.5530541,0.48382068
644,0.8399198,-0.29402915,0.16480637,0.22591484,-0.9893601,0.2797753,-0.025564095,-0.4456841,-0.119457304,0.17232594
645,0.200966,0.29785237,0.3837051,-0.45141596,-0.3425823,-0.22251812,-0.13080037,-0.004573543,0.49367285,-0.28460956
646,-0.23846254,0.5018057,-0.2742165,0.20191972,0.0048563816,-0.57070917,0.2689662,-0.25085786,0.37356842,-0.17945269
647,-0.26054937,-0.6069603,0.002670174,0.06748393,0.34442464,0.08124281,-0.6758526,0.4153278,0.37254727,-0.2978745
648,0.17050113,-0.29960093,0.30802515,-0.374118,0.15856089,-0.59048647,-0.21531336,0.5761535,-0.26062152,0.14373404
649,0.30211848,-0.06769105,-0.6808071,-0.31026605,-0.92375255,0.15117405,-0.32154703,-0.18132366,-0.24523334,0.6098542
650,0.64291555,0.16837023,0.04609177,0.67970616,-0.5015207,-0.40008244,-0.16025344,-0.37585106,-0.066418946,-0.1531955
651,0.7113408,-0.51388854,-0.35533413,0.023270054,0.4215567,0.24187106,0.80782074,-0.2662796,0.35709372,0.096060835
652,0.24387017,-0.14983109,0.6310504,0.41962847,-0.139568,-0.21101065,-0.081287004,0.6890618,-0.3725305,-0.33968192
653,1.0000925,-0.239759,-0.19345085,0.18433172,-0.1159148,0.047254127,-0.41004622,-0.07012472,-0.10388095,0.19497122
654,0.14887625,0.7160967,-0.13772443,0.26468045,0.30430773,0.2663215,0.34086558,0.18805313,-0.32658395,-0.033928856
655,-0.80629224,-0.39813808,0.30214095,-0.17185311,-0.035209823,0.18563081,-0.8250036,0.018118877,0.17790024,0.08018191
656,0.5871253,0.16340797,-0.64561254,-0.6088966,0.0824498,0.051828455,-0.14121574,-0.4131453,-0.6325113,-0.01905673
657,-0.16104583,0.16436143,-0.14444236,0.48362356,-0.08749375,-0.5185247,0.10416235,-0.017951118,0.42242265,-0.29754156
658,-0.2669173,-0.1924139,0.66398233,0.30377826,0.14393057,0.25272286,-0.13865548,0.6473596,-0.1626524,-0.12247296
659,-0.6569673,0.018271247,-0.059027907,-0.73148113,0.0031466354,-0.3554436,0.440963,-0.3400263,0.14933892,-0.37452883
660,0.34102565,-0.039137155,-0.62483966,-0.55207026,-0.49927464,0.12634298,0.47732526,0.4951747,0.02857639,0.23894377
661,-0.22453526,-0.5775436,0.4956607,0.50544775,-0.063086234,-0.49831763,0.120989464,-0.55946773,0.29938686,0.0018592129
662,0.35473096,-0.16842838,-0.121769406,-0.078281626,0.16172561,-0.061764818,-0.08170572,0.28107348,1.0621047,0.7466523
663,-0.07890722,0.058270015,-0.6819236,-0.5763111,-0.5474219,-0.5039738,-0.096975006,0.0052893604,0.04251436,-0.6603698
664,0.107984185,0.37791133,-0.6123288,0.7605924,-0.005942994,-0.072457284,-0.2873425,-0.043962706,0.041743975,0.013713919
665,0.27913913,-0.22503842,0.53576857,0.42635772,0.246001,0.35010815,0.83043045,-0.44065326,-0.34781578,-0.6828168
666,0.57878554,0.16653217,-0.16531807,0.82925344,0.17046519,0.010840122,-0.06537275,-0.07695368,-0.18242943,-0.14951785
667,0.089936934,0.37533656,0.33839583,-0.56779265,-0.9070016,0.39820626,0.41011256,-0.2881972,-0.3128268,0.1924087
668,0.07218526,0.12057677,-0.14277193,-0.020266222,-0.587463,-0.20168622,-0.35680193,0.63546246,0.25413713,0.12703374
669,0.005438868,0.04094627,0.43956655,0.073644854,-0.22019403,0.7778631,0.5338292,0.19476621,-0.32543162,0.12984896
670,-0.528101,-0.7430381,-0.3385909,0.08079779,-0.300692,-0.015079181,-0.31918508,-0.40956852,0.3777005,-0.06543102
671,0.37908885,0.27055922,-0.48756352,0.41046968,-0.027672008,-0.034667544,0.3357087,-0.26730517,-0.551694,-0.6174071
672,-0.8274603,0.16102867,0.4598059,-0.20088612,-0.016422803,-0.2816148,0.4970965,-0.7329487,-0.28464887,-0.47926608
673,0.41254017,0.02617758,-0.40496346,0.32334313,-0.3084307,0.24601868,-0.200403,-0.25606495,-0.5094341,-0.85633796
674,0.095436245,0.07756647,0.50099456,-0.7724453,0.48778296,0.33998042,0.43451363,-0.21038726,0.06593647,-0.35153165
675,-0.0022109342,0.9164649,-0.6033239,0.6545389,0.9736812,-0.074495114,-0.09338601,0.21705103,-0.15800123,0.15880726
